time,x,y,z,abs,Action
6.11,1.78,2.32,0.256,2.94,
6.12,1.68,2.39,-0.0393,2.92,
6.13,1.5,2.39,-0.257,2.83,
6.14,1.25,2.32,-0.461,2.67,
6.15,1.05,2.07,-0.681,2.42,
6.16,0.922,1.66,-0.737,2.04,
6.17,0.861,1.23,-0.591,1.61,
6.18,0.799,0.814,-0.429,1.22,
6.19,0.761,0.447,-0.202,0.906,
6.2,0.685,0.134,0.111,0.707,
6.21,0.546,-0.169,0.486,0.75,
6.22,0.407,-0.43,0.854,1.04,
6.23,0.244,-0.54,1.18,1.32,
6.24,0.0603,-0.491,1.42,1.5,
6.25,-0.124,-0.326,1.6,1.64,
6.26,-0.358,-0.0514,1.73,1.77,
6.27,-0.569,0.245,1.7,1.81,
6.28,-0.734,0.507,1.6,1.83,
6.29,-0.899,0.761,1.5,1.91,
6.3,-1.01,0.963,1.39,1.97,
6.31,-1.06,1.08,1.25,1.96,
6.32,-1.07,1.12,1.0,1.85,
6.33,-1.02,1.04,0.808,1.67,
6.34,-0.907,0.973,0.668,1.49,
6.35,-0.763,0.884,0.546,1.29,
6.36,-0.643,0.78,0.44,1.1,
6.37,-0.546,0.697,0.398,0.97,
6.38,-0.396,0.598,0.395,0.819,
6.39,-0.24,0.485,0.391,0.667,
6.4,-0.0722,0.367,0.373,0.528,
6.41,0.066,0.25,0.371,0.453,
6.42,0.164,0.168,0.416,0.478,
6.43,0.249,0.143,0.469,0.55,
6.44,0.306,0.15,0.498,0.604,
6.45,0.349,0.183,0.515,0.649,
6.46,0.372,0.248,0.438,0.626,
6.47,0.367,0.312,0.379,0.613,
6.48,0.383,0.39,0.342,0.644,
6.49,0.387,0.469,0.265,0.664,
6.5,0.372,0.51,0.123,0.643,
6.51,0.384,0.516,-0.00863,0.644,
6.52,0.405,0.517,-0.0873,0.663,
6.53,0.398,0.542,-0.167,0.694,
6.54,0.385,0.542,-0.274,0.719,
6.55,0.389,0.507,-0.391,0.749,
6.56,0.419,0.459,-0.484,0.788,
6.57,0.442,0.389,-0.569,0.819,
6.58,0.494,0.3,-0.624,0.85,
6.59,0.573,0.203,-0.672,0.906,
6.6,0.612,0.153,-0.704,0.945,
6.61,0.639,0.163,-0.709,0.968,
6.62,0.603,0.243,-0.716,0.967,
6.63,0.543,0.361,-0.71,0.964,
6.64,0.437,0.473,-0.747,0.986,
6.65,0.418,0.46,-0.771,0.99,
6.66,0.573,0.256,-0.654,0.906,
6.67,0.798,-0.247,-0.469,0.958,
6.68,1.0,-0.883,-0.294,1.37,
6.69,1.18,-1.38,-0.238,1.83,
6.7,1.3,-1.71,-0.135,2.15,
6.71,1.41,-1.97,0.119,2.42,
6.72,1.52,-2.22,0.417,2.72,
6.73,1.56,-2.38,0.634,2.92,
6.74,1.49,-2.3,0.792,2.85,
6.75,1.36,-1.9,0.953,2.53,
6.76,1.2,-1.24,1.05,2.03,
6.77,1.06,-0.466,1.05,1.56,
6.78,0.882,0.345,0.953,1.34,
6.79,0.659,1.17,0.813,1.57,
6.8,0.531,1.95,0.638,2.12,
6.81,0.328,2.64,0.416,2.69,
6.82,0.146,3.2,0.144,3.21,
6.83,0.0625,3.52,-0.138,3.52,
6.84,0.0252,3.53,-0.352,3.55,
6.85,0.0038,3.31,-0.502,3.35,
6.86,0.0318,2.88,-0.556,2.93,
6.87,0.137,2.23,-0.602,2.32,
6.88,0.295,1.42,-0.536,1.54,
6.89,0.522,0.598,-0.341,0.864,
6.9,0.765,-0.166,-0.159,0.798,
6.91,0.958,-0.789,-0.0349,1.24,
6.92,1.06,-1.23,0.0542,1.62,
6.93,1.11,-1.49,0.217,1.87,
6.94,1.11,-1.55,0.471,1.96,
6.95,1.01,-1.38,0.755,1.87,
6.96,0.901,-1.06,1.02,1.73,
6.97,0.762,-0.68,1.26,1.62,
6.98,0.645,-0.335,1.43,1.61,
6.99,0.504,0.0104,1.57,1.65,
7.0,0.402,0.282,1.65,1.72,
7.01,0.31,0.475,1.68,1.78,
7.02,0.239,0.615,1.65,1.78,
7.03,0.14,0.72,1.63,1.79,
7.04,0.0844,0.773,1.55,1.73,
7.05,-0.00513,0.783,1.31,1.53,
7.06,-0.152,0.758,0.964,1.24,
7.07,-0.211,0.681,0.752,1.04,
7.08,-0.282,0.674,0.614,0.954,
7.09,-0.354,0.707,0.456,0.913,
7.1,-0.376,0.729,0.323,0.881,
7.11,-0.413,0.752,0.225,0.887,
7.12,-0.463,0.813,0.19,0.955,
7.13,-0.488,0.897,0.208,1.04,
7.14,-0.486,0.946,0.241,1.09,
7.15,-0.464,0.982,0.264,1.12,
7.16,-0.416,0.999,0.273,1.12,
7.17,-0.423,1.01,0.275,1.13,
7.18,-0.4,1.06,0.344,1.18,
7.19,-0.362,1.09,0.345,1.2,
7.2,-0.332,1.08,0.322,1.18,
7.21,-0.286,1.04,0.302,1.12,
7.22,-0.23,0.94,0.258,1.0,
7.23,-0.119,0.766,0.193,0.799,
7.24,0.0357,0.549,0.143,0.568,
7.25,0.185,0.326,0.0671,0.381,
7.26,0.335,0.0993,-0.0121,0.35,
7.27,0.449,-0.0633,-0.0461,0.456,
7.28,0.541,-0.145,-0.00566,0.56,
7.29,0.614,-0.123,0.0803,0.631,
7.3,0.657,0.0229,0.195,0.686,
7.31,0.706,0.23,0.336,0.815,
7.32,0.692,0.474,0.399,0.929,
7.33,0.667,0.694,0.385,1.04,
7.34,0.713,0.801,0.376,1.14,
7.35,0.836,0.686,0.473,1.18,
7.36,1.01,0.343,0.569,1.21,
7.37,1.22,-0.159,0.607,1.37,
7.38,1.39,-0.7,0.685,1.7,
7.39,1.57,-1.26,0.789,2.16,
7.4,1.75,-1.8,0.921,2.68,
7.41,1.96,-2.25,1.1,3.18,
7.42,2.15,-2.5,1.22,3.52,
7.43,2.28,-2.43,1.35,3.59,
7.44,2.27,-1.99,1.43,3.34,
7.45,2.18,-1.4,1.44,2.97,
7.46,1.94,-0.791,1.31,2.47,
7.47,1.58,-0.0887,1.12,1.94,
7.48,1.21,0.658,0.97,1.68,
7.49,0.851,1.27,0.884,1.76,
7.5,0.565,1.63,0.851,1.92,
7.51,0.307,1.75,0.951,2.01,
7.52,0.0337,1.69,1.12,2.03,
7.53,-0.29,1.5,1.22,1.96,
7.54,-0.509,1.12,1.28,1.77,
7.55,-0.631,0.617,1.34,1.6,
7.56,-0.789,0.167,1.36,1.58,
7.57,-0.912,-0.188,1.26,1.57,
7.58,-0.905,-0.495,1.15,1.55,
7.59,-0.845,-0.794,1.02,1.55,
7.6,-0.839,-0.959,0.848,1.53,
7.61,-0.9,-0.926,0.777,1.51,
7.62,-0.998,-0.776,0.884,1.54,
7.63,-1.07,-0.628,1.06,1.63,
7.64,-1.03,-0.536,1.28,1.73,
7.65,-0.883,-0.493,1.58,1.87,
7.66,-0.757,-0.426,1.84,2.04,
7.67,-0.728,-0.338,2.0,2.16,
7.68,-0.685,-0.259,2.15,2.27,
7.69,-0.617,-0.181,2.22,2.32,
7.7,-0.551,-0.137,2.2,2.27,
7.71,-0.477,-0.0716,2.13,2.18,
7.72,-0.413,0.0389,1.99,2.04,
7.73,-0.373,0.145,1.8,1.84,
7.74,-0.356,0.235,1.59,1.65,
7.75,-0.352,0.284,1.43,1.5,
7.76,-0.331,0.282,1.31,1.38,
7.77,-0.345,0.267,1.23,1.31,
7.78,-0.392,0.245,1.18,1.27,
7.79,-0.443,0.214,1.18,1.28,
7.8,-0.527,0.159,1.21,1.33,
7.81,-0.62,0.0623,1.27,1.42,
7.82,-0.722,-0.0208,1.28,1.47,
7.83,-0.818,-0.0885,1.25,1.5,
7.84,-0.943,-0.107,1.22,1.55,
7.85,-1.1,-0.0753,1.16,1.6,
7.86,-1.27,-0.00909,0.993,1.61,
7.87,-1.43,0.0801,0.834,1.66,
7.88,-1.56,0.183,0.751,1.74,
7.89,-1.63,0.259,0.614,1.76,
7.9,-1.63,0.236,0.426,1.71,
7.91,-1.58,0.106,0.272,1.61,
7.92,-1.51,-0.086,0.148,1.52,
7.93,-1.43,-0.303,0.0209,1.46,
7.94,-1.29,-0.531,-0.114,1.4,
7.95,-1.11,-0.777,-0.233,1.37,
7.96,-0.899,-0.997,-0.367,1.39,
7.97,-0.742,-1.14,-0.456,1.43,
7.98,-0.669,-1.18,-0.529,1.45,
7.99,-0.595,-1.13,-0.51,1.37,
8.0,-0.511,-1.05,-0.424,1.24,
8.01,-0.392,-1.13,-0.265,1.23,
8.02,-0.273,-1.38,-0.0599,1.41,
8.03,-0.12,-1.72,0.0957,1.73,
8.04,0.0568,-2.0,0.233,2.01,
8.05,0.216,-2.18,0.395,2.23,
8.06,0.389,-2.33,0.584,2.43,
8.07,0.618,-2.53,0.705,2.69,
8.08,0.83,-2.71,0.747,2.93,
8.09,0.976,-2.7,0.731,2.96,
8.1,1.06,-2.34,0.626,2.65,
8.11,1.03,-1.72,0.505,2.07,
8.12,0.956,-0.947,0.418,1.41,
8.13,0.897,-0.0809,0.296,0.948,
8.14,0.794,0.831,0.126,1.16,
8.15,0.742,1.65,-0.00873,1.81,
8.16,0.764,2.36,-0.117,2.48,
8.17,0.738,2.99,-0.189,3.09,
8.18,0.739,3.42,-0.279,3.51,
8.19,0.795,3.58,-0.381,3.69,
8.2,0.848,3.49,-0.487,3.62,
8.21,0.949,3.08,-0.553,3.27,
8.22,1.13,2.41,-0.595,2.73,
8.23,1.2,1.61,-0.715,2.13,
8.24,1.23,0.68,-0.779,1.61,
8.25,1.41,-0.335,-0.742,1.63,
8.26,1.59,-1.27,-0.693,2.15,
8.27,1.6,-2.0,-0.641,2.64,
8.28,1.38,-2.47,-0.495,2.87,
8.29,1.07,-2.7,-0.215,2.91,
8.3,0.735,-2.71,0.0735,2.81,
8.31,0.396,-2.51,0.481,2.58,
8.32,0.0954,-2.15,0.96,2.35,
8.33,-0.138,-1.74,1.42,2.25,
8.34,-0.321,-1.29,1.71,2.16,
8.35,-0.478,-0.875,1.85,2.1,
8.36,-0.627,-0.442,1.93,2.08,
8.37,-0.749,-0.0193,1.85,2.0,
8.38,-0.816,0.256,1.65,1.86,
8.39,-0.901,0.45,1.38,1.71,
8.4,-1.08,0.788,0.967,1.65,
8.41,-1.21,1.16,0.356,1.71,
8.42,-1.22,1.32,-0.0854,1.8,
8.43,-1.1,1.28,-0.315,1.72,
8.44,-0.984,1.24,-0.584,1.69,
8.45,-0.869,1.26,-0.668,1.67,
8.46,-0.74,1.16,-0.513,1.47,
8.47,-0.65,1.1,-0.289,1.31,
8.48,-0.603,1.11,-0.0989,1.27,
8.49,-0.58,1.05,-0.0252,1.2,
8.5,-0.627,1.01,-0.0109,1.19,
8.51,-0.701,1.07,-0.0034,1.28,
8.52,-0.729,1.18,-0.0501,1.39,
8.53,-0.656,1.21,-0.0723,1.38,
8.54,-0.494,1.14,-0.00555,1.24,
8.55,-0.277,1.06,0.153,1.11,
8.56,-0.127,1.11,0.274,1.15,
8.57,-0.0401,1.03,0.264,1.06,
8.58,-0.038,0.843,0.0343,0.845,
8.59,0.0971,0.559,-0.0094,0.567,
8.6,0.246,0.233,-0.0867,0.35,
8.61,0.313,0.0748,-0.252,0.408,
8.62,0.353,-0.0371,-0.338,0.49,
8.63,0.414,-0.163,-0.299,0.536,
8.64,0.492,-0.274,-0.238,0.611,
8.65,0.609,-0.396,-0.14,0.739,
8.66,0.947,-0.579,0.0357,1.11,
8.67,1.35,-0.934,0.131,1.65,
8.68,1.72,-1.46,0.249,2.27,
8.69,1.99,-1.87,0.325,2.75,
8.7,2.2,-2.15,0.265,3.09,
8.71,2.29,-2.24,0.262,3.21,
8.72,2.28,-2.05,0.345,3.08,
8.73,2.21,-1.7,0.445,2.82,
8.74,2.16,-1.48,0.459,2.66,
8.75,2.14,-1.28,0.481,2.54,
8.76,2.09,-0.975,0.457,2.35,
8.77,2.01,-0.723,0.43,2.18,
8.78,1.8,-0.485,0.354,1.89,
8.79,1.44,-0.106,0.208,1.46,
8.8,1.06,0.327,-0.0334,1.11,
8.81,0.607,0.768,-0.285,1.02,
8.82,0.177,1.23,-0.46,1.32,
8.83,-0.193,1.62,-0.788,1.81,
8.84,-0.556,1.94,-1.04,2.27,
8.85,-0.844,2.07,-1.17,2.52,
8.86,-1.02,2.07,-1.06,2.54,
8.87,-1.07,1.84,-0.921,2.32,
8.88,-1.18,1.36,-0.834,1.99,
8.89,-1.28,0.777,-0.626,1.62,
8.9,-1.41,0.269,-0.377,1.48,
8.91,-1.52,-0.353,0.0373,1.56,
8.92,-1.59,-1.02,0.538,1.97,
8.93,-1.6,-1.47,0.946,2.37,
8.94,-1.59,-1.72,1.24,2.65,
8.95,-1.47,-1.94,1.41,2.81,
8.96,-1.25,-1.98,1.52,2.79,
8.97,-0.933,-1.79,1.46,2.49,
8.98,-0.298,-1.25,1.09,1.69,
9.0,-0.356,-1.78,1.21,2.18,
9.01,-0.487,-1.86,2.27,2.97,
9.02,-0.123,-0.797,2.35,2.49,
9.03,-0.429,-0.00232,1.37,1.43,
9.04,-0.488,-0.171,0.937,1.07,
9.05,-0.381,-0.23,0.871,0.978,
9.06,-0.541,0.204,0.838,1.02,
9.07,-0.661,0.547,0.856,1.21,
9.08,-0.635,0.652,0.998,1.35,
9.09,-0.579,0.675,1.18,1.48,
9.1,-0.589,0.634,1.28,1.55,
9.11,-0.649,0.547,1.37,1.61,
9.12,-0.741,0.421,1.39,1.63,
9.13,-0.816,0.274,1.36,1.61,
9.14,-0.865,0.12,1.27,1.54,
9.15,-0.856,0.0531,1.12,1.41,
9.16,-0.669,0.126,0.656,0.946,
9.17,-0.835,0.0599,0.513,0.982,
9.18,-1.1,-0.0351,0.409,1.18,
9.19,-1.31,0.0429,0.226,1.33,
9.2,-1.44,0.159,0.134,1.45,
9.21,-1.5,0.299,0.0295,1.53,
9.22,-1.59,0.434,-0.127,1.66,
9.23,-1.68,0.446,-0.285,1.76,
9.24,-1.64,0.359,-0.334,1.71,
9.25,-1.55,0.225,-0.341,1.61,
9.26,-1.39,0.0254,-0.363,1.44,
9.27,-1.16,-0.23,-0.376,1.24,
9.28,-0.917,-0.539,-0.424,1.14,
9.29,-0.749,-0.845,-0.477,1.23,
9.3,-0.664,-1.06,-0.455,1.33,
9.31,-0.609,-1.21,-0.346,1.4,
9.32,-0.534,-1.18,-0.304,1.33,
9.33,-0.477,-0.984,-0.241,1.12,
9.34,-0.37,-0.847,-0.198,0.945,
9.35,-0.187,-0.966,-0.277,1.02,
9.36,0.202,-1.43,-0.338,1.49,
9.37,0.634,-2.09,-0.298,2.2,
9.38,0.951,-2.64,-0.244,2.82,
9.39,1.14,-2.89,-0.261,3.12,
9.4,1.21,-2.86,-0.206,3.11,
9.41,1.25,-2.75,-0.134,3.03,
9.42,1.35,-2.67,-0.0468,2.99,
9.43,1.36,-2.4,0.0621,2.76,
9.44,1.23,-1.71,0.186,2.11,
9.45,0.959,-0.656,0.298,1.2,
9.46,0.67,0.452,0.375,0.891,
9.47,0.441,1.4,0.431,1.53,
9.48,0.272,2.07,0.365,2.12,
9.49,0.27,2.42,0.299,2.45,
9.5,0.38,2.45,0.305,2.5,
9.51,0.403,2.26,0.319,2.31,
9.52,0.47,1.87,0.246,1.94,
9.53,0.61,1.25,0.14,1.39,
9.54,0.665,0.535,0.0788,0.857,
9.55,0.682,-0.119,0.0103,0.693,
9.56,0.747,-0.794,-0.0654,1.09,
9.57,0.808,-1.38,-0.158,1.61,
9.58,0.799,-1.71,-0.339,1.92,
9.59,0.733,-1.84,-0.498,2.04,
9.6,0.615,-1.86,-0.637,2.06,
9.61,0.481,-1.72,-0.757,1.94,
9.62,0.262,-1.31,-0.802,1.56,
9.63,0.117,-0.899,-0.702,1.15,
9.64,0.0914,-0.496,-0.527,0.73,
9.65,-0.00337,-0.0371,-0.435,0.437,
9.66,-0.216,0.372,-0.367,0.566,
9.67,-0.347,0.662,-0.254,0.789,
9.68,-0.394,0.871,-0.173,0.971,
9.69,-0.448,1.02,-0.173,1.13,
9.7,-0.521,1.1,-0.263,1.25,
9.71,-0.638,1.12,-0.409,1.35,
9.72,-0.736,1.07,-0.509,1.39,
9.73,-0.763,0.953,-0.566,1.35,
9.74,-0.742,0.837,-0.637,1.29,
9.75,-0.726,0.723,-0.652,1.21,
9.76,-0.747,0.673,-0.639,1.19,
9.77,-0.797,0.684,-0.681,1.25,
9.78,-0.828,0.696,-0.69,1.28,
9.79,-0.819,0.732,-0.656,1.28,
9.8,-0.785,0.827,-0.67,1.32,
9.81,-0.789,0.939,-0.713,1.42,
9.82,-0.771,1.04,-0.718,1.48,
9.83,-0.756,1.15,-0.695,1.54,
9.84,-0.778,1.24,-0.729,1.63,
9.85,-0.731,1.21,-0.775,1.61,
9.86,-0.575,1.05,-0.804,1.44,
9.87,-0.446,0.81,-0.842,1.25,
9.88,-0.33,0.572,-0.883,1.1,
9.89,-0.142,0.313,-0.911,0.974,
9.9,0.0547,0.0637,-0.942,0.946,
9.91,0.261,-0.139,-0.946,0.991,
9.92,0.418,-0.304,-0.958,1.09,
9.93,0.552,-0.445,-0.989,1.22,
9.94,0.635,-0.519,-0.986,1.28,
9.95,0.69,-0.522,-0.903,1.25,
9.96,0.715,-0.461,-0.818,1.18,
9.97,0.696,-0.39,-0.73,1.08,
9.98,0.709,-0.458,-0.65,1.07,
9.99,0.841,-0.815,-0.556,1.3,walking
10.0,1.09,-1.51,-0.566,1.95,walking
10.0,1.36,-2.35,-0.667,2.79,walking
10.0,1.57,-3.09,-0.701,3.54,walking
10.0,1.65,-3.51,-0.627,3.93,walking
10.0,1.57,-3.47,-0.478,3.84,walking
10.0,1.38,-3.02,-0.351,3.34,walking
10.1,1.14,-2.4,-0.2,2.66,walking
10.1,0.984,-1.63,0.0421,1.91,walking
10.1,0.744,-0.757,0.105,1.07,walking
10.1,0.501,-0.0195,0.0396,0.503,walking
10.1,0.351,0.453,0.0671,0.576,walking
10.1,0.209,0.713,0.0898,0.748,walking
10.1,0.124,0.806,0.0493,0.817,jumping
10.1,0.0253,0.651,-0.0184,0.652,jumping
10.1,-0.115,0.328,-0.141,0.375,jumping
10.1,-0.319,-0.144,-0.328,0.48,jumping
10.2,-0.423,-0.771,-0.4,0.966,jumping
10.2,-0.496,-1.31,-0.391,1.45,jumping
10.2,-0.625,-1.76,-0.395,1.9,jumping
10.2,-0.762,-2.11,-0.417,2.28,walking
10.2,-0.971,-2.28,-0.391,2.51,walking
10.2,-1.22,-2.27,-0.278,2.6,walking
10.2,-1.49,-2.17,-0.109,2.64,walking
10.2,-1.77,-2.09,0.0641,2.74,walking
10.2,-1.96,-2.01,0.223,2.82,walking
10.2,-2.08,-1.9,0.414,2.85,walking
10.3,-2.17,-1.8,0.597,2.88,walking
10.3,-2.23,-1.73,0.743,2.92,walking
10.3,-2.27,-1.67,0.849,2.94,walking
10.3,-2.32,-1.63,0.889,2.97,walking
10.3,-2.36,-1.54,0.84,2.94,walking
10.3,-2.4,-1.43,0.764,2.89,walking
10.3,-2.42,-1.31,0.576,2.81,walking
10.3,-2.42,-1.18,0.359,2.72,walking
10.3,-2.42,-1.06,0.17,2.65,walking
10.3,-2.39,-0.943,0.0242,2.57,walking
10.4,-2.37,-0.834,-0.066,2.51,walking
10.4,-2.37,-0.73,-0.138,2.48,walking
10.4,-2.35,-0.655,-0.19,2.44,walking
10.4,-2.3,-0.596,-0.194,2.39,walking
10.4,-2.24,-0.615,-0.211,2.33,walking
10.4,-2.13,-0.685,-0.214,2.25,walking
10.4,-2.03,-0.728,-0.217,2.17,walking
10.4,-1.91,-0.689,-0.183,2.04,walking
10.4,-1.84,-0.635,-0.178,1.96,walking
10.4,-1.78,-0.593,-0.16,1.88,walking
10.5,-1.74,-0.534,-0.195,1.83,walking
10.5,-1.7,-0.459,-0.218,1.77,walking
10.5,-1.68,-0.394,-0.24,1.74,walking
10.5,-1.7,-0.36,-0.305,1.76,walking
10.5,-1.68,-0.336,-0.333,1.74,walking
10.5,-1.63,-0.395,-0.374,1.71,walking
10.5,-1.57,-0.56,-0.477,1.74,walking
10.5,-1.47,-0.803,-0.494,1.75,walking
10.5,-1.32,-1.13,-0.507,1.81,walking
10.5,-1.17,-1.5,-0.515,1.97,walking
10.6,-1.09,-1.79,-0.517,2.16,walking
10.6,-0.971,-1.99,-0.438,2.26,walking
10.6,-0.944,-2.07,-0.328,2.3,walking
10.6,-0.984,-2.01,-0.192,2.24,walking
10.6,-0.978,-1.84,-0.073,2.09,walking
10.6,-0.975,-1.63,0.0294,1.9,walking
10.6,-0.968,-1.33,0.124,1.65,walking
10.6,-0.946,-1.05,0.124,1.42,walking
10.6,-0.806,-1.07,0.0937,1.35,walking
10.6,-0.543,-1.46,0.0744,1.56,walking
10.7,-0.288,-2.02,0.0928,2.04,walking
10.7,-0.0888,-2.57,0.0825,2.58,walking
10.7,-0.0803,-2.9,0.0884,2.9,walking
10.7,-0.22,-2.87,0.192,2.89,walking
10.7,-0.46,-2.64,0.366,2.7,walking
10.7,-0.677,-2.36,0.554,2.52,walking
10.7,-0.752,-2.14,0.722,2.38,walking
10.7,-0.785,-1.97,0.867,2.29,walking
10.7,-0.752,-1.85,0.987,2.23,walking
10.7,-0.687,-1.74,1.12,2.18,walking
10.8,-0.716,-1.61,1.25,2.16,walking
10.8,-0.728,-1.49,1.34,2.13,walking
10.8,-0.732,-1.42,1.4,2.13,walking
10.8,-0.802,-1.36,1.38,2.1,walking
10.8,-0.885,-1.3,1.31,2.04,walking
10.8,-1.04,-1.2,1.16,1.97,walking
10.8,-1.22,-1.12,0.937,1.9,walking
10.8,-1.31,-1.14,0.673,1.86,walking
10.8,-1.31,-1.17,0.504,1.82,walking
10.8,-1.33,-1.13,0.427,1.79,walking
10.9,-1.36,-1.1,0.257,1.77,walking
10.9,-1.39,-1.06,0.0934,1.75,walking
10.9,-1.41,-1.0,-0.0489,1.73,walking
10.9,-1.43,-0.908,-0.139,1.7,walking
10.9,-1.47,-0.822,-0.211,1.7,walking
10.9,-1.53,-0.723,-0.273,1.71,walking
10.9,-1.59,-0.628,-0.293,1.73,walking
10.9,-1.66,-0.604,-0.229,1.78,walking
10.9,-1.68,-0.689,-0.0933,1.82,walking
10.9,-1.61,-0.843,0.0813,1.82,walking
11.0,-1.55,-0.985,0.295,1.86,walking
11.0,-1.53,-1.08,0.501,1.94,walking
11.0,-1.55,-1.17,0.673,2.06,walking
11.0,-1.57,-1.23,0.809,2.15,walking
11.0,-1.62,-1.28,0.929,2.26,walking
11.0,-1.66,-1.28,1.03,2.34,walking
11.0,-1.75,-1.2,1.08,2.38,walking
11.0,-1.84,-1.08,1.09,2.4,walking
11.0,-1.89,-0.969,1.12,2.4,walking
11.0,-1.87,-0.863,1.17,2.37,walking
11.1,-1.8,-0.823,1.18,2.3,walking
11.1,-1.68,-0.817,1.23,2.23,walking
11.1,-1.5,-0.831,1.26,2.13,walking
11.1,-1.29,-0.87,1.24,1.99,walking
11.1,-1.1,-0.928,1.17,1.86,walking
11.1,-0.92,-1.0,1.07,1.73,walking
11.1,-0.717,-1.07,0.966,1.61,walking
11.1,-0.5,-1.17,0.858,1.53,walking
11.1,-0.26,-1.28,0.759,1.51,walking
11.1,-0.114,-1.23,0.625,1.38,walking
11.2,-0.0477,-1.04,0.507,1.16,walking
11.2,0.0783,-0.894,0.619,1.09,walking
11.2,0.218,-0.696,0.801,1.08,walking
11.2,0.363,-0.415,0.934,1.08,walking
11.2,0.395,-0.102,1.01,1.09,walking
11.2,0.436,0.181,1.13,1.23,walking
11.2,0.553,0.398,1.23,1.4,walking
11.2,0.619,0.593,1.27,1.54,walking
11.2,0.642,0.719,1.26,1.59,walking
11.2,0.743,0.79,1.24,1.65,walking
11.3,0.89,0.843,1.25,1.75,walking
11.3,1.02,0.799,1.25,1.8,walking
11.3,1.09,0.765,1.29,1.86,walking
11.3,1.12,0.791,1.26,1.86,walking
11.3,1.13,0.833,1.19,1.84,walking
11.3,1.13,0.874,1.11,1.81,walking
11.3,1.11,0.916,0.997,1.75,walking
11.3,1.12,0.989,0.905,1.75,walking
11.3,1.13,1.16,1.06,1.93,walking
11.3,1.11,1.36,1.12,2.08,walking
11.4,1.12,1.55,1.1,2.21,walking
11.4,1.15,1.7,1.16,2.36,walking
11.4,1.21,1.87,1.26,2.56,walking
11.4,1.3,2.03,1.32,2.75,walking
11.4,1.39,2.15,1.32,2.88,walking
11.4,1.51,2.2,1.29,2.96,walking
11.4,1.7,2.12,1.32,3.02,walking
11.4,1.94,1.86,1.29,2.98,walking
11.4,2.23,1.43,1.19,2.9,walking
11.4,2.54,0.949,0.999,2.89,walking
11.5,2.8,0.513,0.84,2.97,walking
11.5,3.02,0.25,0.725,3.12,walking
11.5,3.17,0.31,0.659,3.25,walking
11.5,3.18,0.695,0.599,3.31,walking
11.5,3.03,1.26,0.515,3.32,walking
11.5,2.77,1.9,0.565,3.41,walking
11.5,2.59,2.38,0.613,3.57,walking
11.5,2.5,2.56,0.577,3.62,walking
11.5,2.5,2.42,0.622,3.54,walking
11.5,2.53,2.1,0.679,3.36,walking
11.6,2.56,1.66,0.651,3.12,walking
11.6,2.51,1.17,0.602,2.84,walking
11.6,2.37,0.673,0.538,2.52,walking
11.6,2.32,0.129,0.53,2.38,walking
11.6,2.2,-0.307,0.577,2.29,walking
11.6,2.03,-0.658,0.633,2.22,walking
11.6,1.86,-0.945,0.644,2.18,walking
11.6,1.65,-1.16,0.7,2.14,walking
11.6,1.46,-1.28,0.8,2.1,walking
11.6,1.25,-1.3,0.893,2.01,walking
11.7,1.08,-1.22,1.04,1.93,walking
11.7,0.923,-1.07,1.18,1.84,walking
11.7,0.774,-0.903,1.29,1.75,walking
11.7,0.577,-0.695,1.38,1.65,walking
11.7,0.351,-0.45,1.45,1.56,walking
11.7,0.113,-0.192,1.44,1.46,walking
11.7,-0.154,0.018,1.39,1.4,walking
11.7,-0.438,0.207,1.29,1.38,walking
11.7,-0.692,0.357,1.1,1.35,walking
11.8,-0.91,0.419,0.921,1.36,walking
11.8,-1.11,0.449,0.741,1.41,walking
11.8,-1.26,0.492,0.619,1.49,walking
11.8,-1.4,0.527,0.553,1.59,walking
11.8,-1.53,0.516,0.447,1.68,walking
11.8,-1.65,0.484,0.335,1.75,walking
11.8,-1.75,0.489,0.272,1.84,walking
11.8,-1.82,0.476,0.195,1.9,walking
11.8,-1.88,0.427,0.0959,1.93,walking
11.8,-1.88,0.382,0.00612,1.92,walking
11.9,-1.85,0.365,0.00261,1.89,walking
11.9,-1.79,0.312,-0.0324,1.82,walking
11.9,-1.7,0.238,-0.036,1.72,walking
11.9,-1.55,0.157,-0.0285,1.56,walking
11.9,-1.32,0.0448,0.00529,1.32,walking
11.9,-1.07,-0.0266,0.125,1.07,walking
11.9,-0.843,-0.0414,0.235,0.876,walking
11.9,-0.637,-0.0708,0.284,0.701,walking
11.9,-0.444,-0.113,0.297,0.546,walking
11.9,-0.297,-0.124,0.252,0.409,walking
12.0,-0.137,-0.0883,0.234,0.285,walking
12.0,-0.0213,-0.0612,0.21,0.22,walking
12.0,0.0863,-0.0175,0.154,0.177,walking
12.0,0.173,0.0404,0.131,0.221,walking
12.0,0.244,0.143,0.103,0.301,walking
12.0,0.323,0.245,0.0779,0.412,walking
12.0,0.391,0.349,0.0389,0.525,walking
12.0,0.428,0.45,-0.0675,0.625,walking
12.0,0.442,0.56,-0.166,0.732,walking
12.0,0.47,0.689,-0.271,0.877,walking
12.1,0.524,0.811,-0.393,1.04,walking
12.1,0.588,0.88,-0.519,1.18,walking
12.1,0.662,0.942,-0.601,1.3,walking
12.1,0.757,1.0,-0.654,1.41,walking
12.1,0.842,1.02,-0.75,1.52,walking
12.1,0.945,1.03,-0.836,1.63,walking
